dXuy_sEqAtI#56	"Pero desde luego, y muchos estudios que se han hecho, incluso en la tribu Fore, que es una tribu de Papúa-Nueva Guinea donde han llegado a ser caníbales, se hizo un estudio con los estímulos donde respondían con una sonrisa a exactamente los mismos estímulos que personas de sociedad occidental con las que nunca habían estado en contacto.
Además, la sonrisa produce, científicamente está demostrado, unas endorfinas que hacen que aumente el bienestar en la persona.
""""""Sonrisas de Bombay"""", que es esta organización que, como os he avanzado antes, creé hace 11 años, siguió avanzando en proyectos de educación, de salud y de desarrollo socioeconómico."""	Hay los occidentales, que ponen la sonrisa en la boca.	1
YlI-e4QJWG0#63	"Bueno, pues si pensamos que la voz refleja nuestra personalidad.
Si pensamos que la voz refleja nuestro estado de ánimo.
Y pensamos que, claro, si yo de repente estoy triste, muy triste, pues voy a utilizar una intensidad baja."	¿Una intensidad baja o una intensidad alta?	1
4RwYYh1gQuQ#68	"Sí, amigos, las personas sordas cantan.
Sí, y son unas de las experiencias más lindas que me llevo.
Algo que me impactó muchísimo, al momento de crear Café en Señas, fue al momento de la contratación."	Bueno, aparte de ser una cafetería, nosotros celebramos cumpleaños, nosotros hacemos eventos en diferentes actividades, nosotros hacemos karaoke en lengua de señas.	1
qenVzf4GkqQ#66	"Dicho de una manera más coloquial y es el título de mi intervención.
Enseñar a pescar, es mejor que llevar pescado.
Eso lo hemos oído todos."	Alguno de los anteriores ponentes ya han hablado de su importancia.	1
fMIbEGkxM1Q#52	"Se utilizaba la tinta y el Rotring 0,5.
¿Quién no recuerda el Rotring 0,5?
Hoy en día, los mapas se hacen con bits, con el ratón del ordenador."	Antes se hacían a tinta.	1
O9A0leyCR8E#50	"Cuando yo empecé a ir al cine, más o menos era de esta forma: uno tenía que hacer dos filas, porque por razones sindicales palomitas y refrescos se vendían en dos filas diferentes.
Entonces, si uno iba solo al cine, hay veces que a uno le va mal, y tenía que ir solo, tenía que formarse primero en las palomitas y luego en los refrescos.
Si las palomitas no estaban rancias, no estaba uno en un cine de éstos que estoy describiendo, a muchos de ustedes esto les va a resultar totalmente lejano, de la Compañía Operadora de Teatros S.A. de C.V., una empresa pública paraestatal que operaba buena parte de los cines en el país."	Imagínense el cine Rívoli en Santa María la Ribera en la Ciudad de México.	1
_T2dTRKzWFU#134	"Necesito cómplices ya estoy embarcando a mis amigas organizadoras de TEDx, porque ellas me embarcaron a mí y me dijeron que esto era posible.
Vamos a presentar ante la comisión de género, están invitados.
A pedir que se elabore una ley en la Cámara, en donde sea obligatorio en la enseñanza, la materia de equidad y género desde preescolar."	Hay algo que yo he pedido desde hace mucho, pero sólo era una idea guajira y volando al viento.	1
jTLWbdfTecY#104	"Realmente una... esa misma aplicación estática, ¿les va a ayudar de la misma manera?
Yo creo que no.
Y aquí empieza la evolución de nuestra herramienta."	Pero es que en el mundo hay más de 67 millones de personas con autismo.	1
yqOEa2jmQYs#28	"Y no había conciencia, según mi apreciación, de que también estas discriminaciones eran incoherentes con el proceso transformador de la revolución.
Por tanto había que encontrar las palabras, el discurso, el lenguaje y los conocimientos, para tratar de generar conciencia, generar cultura en toda nuestra población.
No podemos decir que lo hayamos logrado pero algo se está moviendo."	Transformarla era difícil.	1
M11ada5SdUI#46	"Estas preguntas nacen de dos únicas preguntas.
La primera: ¿quién soy?
Y la segunda: ¿qué sabe el mundo de mí?"	¿Somos capaces de identificar aquello mágico y especial que vivimos día a día, y que nos transforma?	1
2WfHVvtd2Co#109	"En la asociación consigo el certificado de discapacidad y me forman en la nave.
Aquí había encontrado mi biblioteca.
Ahí cambiamos todos."	Fue una llamada de desesperación.	1
E8r5ayX26D0#19	"Pero así funcionan los prejuicios.
Probablemente alguien en esta sala haya asumido que por ser joven nunca he trabajado, puede que hayáis asumido que por ser mujer no tengo pelos en el cuerpo o tenéis derecho opinar sobre ellos.
Las cosas locas que piensa la gente sobre las mujeres."	Que os han hecho, seguramente, asumir datos, informaciones, que resultan ser falsas.	1
YlI-e4QJWG0#236	"Y además tendríamos que hablar lento.
Y el resultado sería éste.
La voz tiene una poderosa influencia."	Tendríamos que cerrar la boca.	1
2MBancGgyCA#67	"""Estudiaba el texto, miraba el diagrama, y le preguntaba: """"Aristarco, ¿por qué?""""""
"" """"¿Por qué lo hiciste así?""""""
Y algunas respuestas fueron apareciendo."	Me puse a tratar de entender qué me quería decir Aristarco con cada diagrama.	1
NSk7uN9ywkE#94	"A las nueve y cuarenta todos comienzan a hablar y a disentir y a decir sus opiniones.
Y luego de media hora en esto se acaba el tiempo, todos se tienen que ir y empiezan a planificar la próxima conferencia, la próxima, la próxima asamblea.
Este método es supremamente ineficaz."	A las nueve y cuarenta se comienza.	1
g6hrH1-zdZI#12	"Podría parecer que las bacterias son capaces de desarrollar soluciones ingeniosas a estos problemas, pero lo que está pasando en realidad, es que las bacterias evolucionan muy rápidamente.
Para que os hagáis una idea, si nosotros tenemos una generación cada más o menos treinta años, las bacterias tienen una generación cada treinta minutos.
Esto significa, que en treinta años, habrán tenido unas quinientas veintiséis mil generaciones."	Otras bacterias también son capaces de sobrevivir dentro de centrales nucleares donde aguantan hasta mil veces más de radiación que la que podría aguantar cualquier ser humano.	1
SCjzSLY6kE8#45	"Y, ¿qué es eso del amor revolucionario?
Es, fundamentalmente, aquello que nos hace levantarnos todos los días con ganas de transformar y de juntarnos.
Es aquello que nos permite no olvidar y seguir soñando en el territorio."	La ACJ nos ayudó a sembrar amor revolucionario en el territorio.	1
_2Qq072wIDk#32	"¿Sería más razonable pensar que tendríamos que hacer esfuerzos para tomar todas las decisiones por consenso?
¿Cómo trabajaríamos el hecho de que es muy probable que este número de personas no baste para poder sacar adelante un proyecto de estas características durante mucho tiempo.
Que tendremos que abrirnos para que otros vengan."	¿O que nos someteríamos constantemente a la tiranía de las mayorías?	1
d9bPp0ZNm3Q#55	"""Otro dice """"Okey, yo hago aquello""""; otro dice """"Yo los ayudo"""".""
Mi trabajo en todo esto es coordinar eso.
E incluso hay empresas, pequeñas empresas argentinas, que son competidoras en un determinado nicho, pero que se dan cuenta de que si participan y colaboran una va a vender un poco más, una va a vender todavía más quizás, pero todas van a crecer, porque lo que crece es la industria nacional."	"""Bueno, viene una persona y dice """"Yo hago esto""""."""	1
vW4CwLn7EqI#101	"Ser emprendedor es una actitud.
La actitud de emprenderse en la aventura de conseguir un sueño.
Y me da igual cual sea, me da igual el sector."	Pero es que ser emprendedor no es un hecho.	1
L_ILqaa1Zrw#31	"Estaba enojado con la vida.
Yo creo que a todos nos toca trascender y superar un montón de cosas.
En mi caso particular, fue a los 4 o 5 años, o mejor dicho, desde que tengo uso de razón."	Y me di cuenta en ese momento de que como estaban dadas las cosas, yo no podía hacer nada.	1
W60_o2houKg#32	"Celso, 100 d.C., así de viejo.
¿Por qué tiene que haber inflamación?
Porque nos han agredido."	La inflamación, la vieja inflamación: rubor, tumor, calor y dolor.	1
a78T5gTFfBE#37	"Un kilo de arroz 1300 litros.
Detrás de casi todo hay agua, sólo que no la vemos.
Esto es el agua virtual para hacer una computadora."	Un vaso de leche 140 litros.	1
mZXzyNdX_C4#23	"Sin duda, el espacio principal de esta casa es la sala.
En la sala, que se encuentra en la parte de atrás de la casa, se usa efusivamente el tema de la luz natural, y procuramos hacer una integración total de interior y exterior a tal grado que la piscina está justamente al lado de la sala.
O sea, que cuando los dueños entran a este lugar, comparándolo con el exterior que tenían, tienen un lugar donde se pueden relajar, un lugar donde pueden estar en paz, y desconectarse del exterior."	Así que, decidimos, trabajando con la casa existente, hacer y recuestionarnos la forma en que vivimos en el área metropolitana en Puerto Rico.	1
X5LIWAJJNcY#103	"en cuanto nuestro hijo se pueda comprar una consola de videojuegos, no estudia nunca más.
Así que, de cara al futuro no hemos ganado absolutamente nada de educación con esto.
Hemos conseguido que haga lo que le decimos en el momento."	Quiero decir, si la única razón para estudiar es jugar a los videojuegos.	1
Q26-ek6mZO0#118	"Pero, en realidad, lo que te va a llevar a salir de la zona de confort es la emoción o la motivación que te lleve a hacerlo.
Es la emoción y la motivación lo que convierte en acción.
Puedes tener mil ideas, pero elegirás una, y esa que elijas será a la cual le apliques la emoción y la motivación."	Uds. pueden encontrar diez mil motivos para no salir de la zona de confort, diez mil motivos para no emprender, para no empezar un proyecto: la familia, los recursos, el tiempo...	1
b0gN_R5_3JA#51	"Para mí lo que falta es sentido y yo encontré el sentido de mi vida también en la contribución.
¿Qué pasaría si cambiamos la forma en la que nos relacionamos con nosotros mismos, en la forma que pensamos de nosotros mismos.
Para mí cambió todo en el momento en que empecé a hablarme de manera distinta, empecé a quererme, a amarme incondicionalmente, no desde el ego, sino desde el amor puro, desde el amor profundo."	Y toda esa gente siente, de alguna manera, que no encaja, que algo falta, no son felices, ¿qué es lo que falta?	1
tmLMTqFiZCA#23	"Los gordos porque son gordos.
Las guapas porque son guapas.
Bueno, no, eso es machismo."	Los calvos porque son calvos.	1
C5eTSmvURLQ#71	"Así que las semanas que siguieron me puse a estudiar, decidí aprender todo aquello que no había sabido para evitar esa lesión y 6 meses después me presenté ante CONADE con un plan.
Me había dado una última oportunidad por mí y por Méjico.
Pero un plan que tenía objetivos muy claros y muy ambiciosos."	Las eternas peleas con estos mismos profesores porque, al igual que mi padre, pensaban que no se podía vivir del deporte en un país como el nuestro.	1
qXEz_xT-qiA#94	"No es que no tengamos nada y no todo es color de hormiga.
Hay limitaciones por la tragedia de los bienes públicos.
Por ejemplo, el parque Simón Bolívar está rodeado de una cerca."	De acuerdo, tenemos.	1
m_E-1n-5ejQ#22	"Esas conversaciones, conflictos constantes con nosotros mismos.
Ya no son sombras las que se proyectan, son las mismas ideas y conceptos  los que se proyectan con estas líneas y ramificaciones dendríticas.
En neurociencia, en psicología moral, hemos estado estudiando cómo funcionan todas estas cosas."	Y es que no se si lo habéis reflexionado nunca o no, pero enfrentamos ese conflicto constante entre cultivar la propia imagen moral  o perseguir nuestro propio interés.	1
qXEz_xT-qiA#85	"No solo quedan excluidos quienes no tienen el privilegio de acceder a un gimnasio, sino que nunca va a ser comparable el bienestar que da salir a correr en la ciudad, interactuar con toda su diversidad, en espacio libre, que estar metido en un sitio de estos corriendo como un hamster.
Es inevitablemente mejor el bien público.
Claro, Uds, me podrían decir que soy demasiado pesimista, que Bogotá tampoco es semejante cosa tan terrible, que tenemos algunos bienes públicos muy valiosos."	Pero aquí está uno de los aspectos de la tragedia de los bienes públicos.	1
WxC4RfTiOsM#16	"Aquí dentro se encuentra nuestro verdadero yo, nuestro guía, nuestro verdadero profesor.
Un profesor que, como muy pocos, te enseña a observar cuando antes veías, un profesor que tras veinte años oyendo, te dice que tienes que parar de oir para empezar a escuchar y tienes que empezar a pensar para dejar atrás el juzgar.
Un profesor que no le importa suspenderte siempre y cuando aprendas a no rendirte y a ser consecuente."	Todos y cada uno de nosotros tenemos un yo especial aquí dentro, un yo oscuro, escondido, oculto y desconocido.	1
jJWPX5gx90Y#55	"Es como nuestro signo que nos identifica, nuestra firma, nuestro modo de hablar, de gesticular.
Lo que les voy a mostrar entonces ahora es la reconstrucción de esa imagen a partir de la gestualidad de 450 personas viéndola simultáneamente.
Emerge la construcción colectiva de esa imagen."	Y que los ojos se mueven de una manera muy particular, muy personal.	1
6B0_cXLNXIs#134	"En el diseño no pasa eso.
En el diseño, tenemos un proceso no lineal.
Eso, ¿qué implica?"	Entonces, algunas partes se elevan y otras no.	1
de4vaOqMJO8#72	"Se utilizan palabras para nombrar aquello que no se nombra.
Yo cuando me senté en una silla de ruedas, automáticamente para el mundo, pasé a ser una persona especial.
Pasé a ser un ángel."	A veces la discapacidad es como un tabú.	1
ZMUjO5N9BCo#29	"PK: A ver, el problema fue que Ud., primero, tomó al andén como referencia.
Y, después, tomó al piso como referencia.
La pregunta que le voy a hacer: Y si el piso también se mueve, ¿con qué lo va a comparar?"	Ahí está el suelo, las ruedas que giran, el tren estaba quieto al final, en realidad.	1
mdNWNmfX5yQ#49	"""Yo quiero lo que tú tienes"""".""
Yo no entendía por qué él, siendo tan feliz trabajando para alguien más quería que yo empezara a hacer algo por mí.
Luego me di cuenta que él tenía razón."	Has viajado gracias a tu trabajo.	1
1iqh1B1OZAg#75	"Pero en realidad no importa lo que preguntes, la mayoría de los hombre van a querer tener relaciones en la primera cita.
Esta no es la única relación interesante.
Otra que llama la atención es: ¿Cuál es la edad más atractiva para una persona?"	Si sos mujer y te interesa tener relaciones sexuales en tu primera cita podés hacer la misma pregunta porque funciona.	1
ninrJokK-oA#136	"Sin embargo, ahora, muchas veces confundimos ciertos momentos, como que nuestros hijos alboroten un poco más o estén chillando, que nuestro compañero nos mire diferente, o que nuestro jefe nos diga.
Lo confundimos con momentos vitales.
Y la reacción es automática."	O cuando ibas a cazar mamuts o cuando huías del tigre dientes de sable.	1
2WCKGdYE4zs#31	"Vamos a intentarlo.
Todos sabéis que, a medida que nos alejamos del suelo, la velocidad del viento crece.
Lo que no es del todo intuitivo ver es que la potencia contenida en el viento crece más deprisa, crece al cubo."	La energía distribuida es aquella que se genera muy cerca de donde se consume.	1
RQMkLW15hP4#49	"Tuvo que esperar dos años para que otra persona mandara su muestra a ese mismo laboratorio y sus árboles genealógicos se cruzaran.
Después de alguna investigación, alguna otra muestra más, dieron con el nombre de la mamá biológica de Elisa.
85 años después, Elisa pudo cerrar su historia."	En el año 2014, Elisa tomó su muestra y la derivó a este laboratorio.	1
W2KSuIC339E#82	"Pero normalmente, en condiciones óptimas, cuando estamos siendo tratados, recibimos unas dosis del antibiótico necesaria para poder eliminar, para poder erradicar todas estas bacterias.
Y así evitamos que estas bacterias supervivientes, de éxito, puedan multiplicarse y con el tiempo generar resistencia.
Pero bueno, ahora veamos un caso práctico."	Es así como aparece la resistencia.	1
WzVj265_YT4#22	"¿El de Mauricio y el de Carlos Andrés?
Por ese amor infinito que sintieron esas madres que posibilitaron visibilizar a estos dos niños.
Hacerlos visibles ante una sociedad que en ese momento no estaba preparada ni para atenderlos, ni para aceptar su condición."	¿Porqué traigo a colación estos dos casos?	1
2pwkTdxMRRE#96	"Todo me gustaba, todo se empezó a volver de colores y yo me empecé a volver de colores.
Y toda mi vida, de verdad, se volvió de colores.
""Ya yo no saludaba y decía: """"abrazo"""" sino que decía: """"abrazos de colores""""."""	Cualquier día lo disfrutaba como si fuera el último día.	1
Er7VmkrPPjY#138	"Otra de las cosas a las que no hay que tener miedo es a esta simbiosis.
La neurociencia no viene para sustituir a la educación.
La neurociencia jamás va a crear políticas o proyectos educativos; puede ayudar a evaluarlos, la educación los crea."	Y solo sirven para que cuatro desalmados intenten vendernos algún programa para entrenar ese 90 %.	1
azS2P9PbnLw#101	"¿Saben cómo lo pueden observar muy fácilmente?
La generación Y es una de las generaciones que más tiempo en saludarse.
Cuando se encuentran personas de la generación Y, se abrazan, se besan, se dan un minuto para saludarse."	Esta es una generación de las relaciones, esta es una generación que le gusta relacionarse.	1
H3h-obQRynk#124	"Bueno, por miles de razones, lo que decidieron hacer con eso es no llevarlo a la justicia.
¿Saben como terminó la historia?
¿Se acuerdan que en la primera foto les mostré dos armas?"	"""¿Qué hacemos con esto?"""""""	1
K-T7EyUNbPw#24	"Estas son incrementales.
Hay innovaciones radicales: cuando creamos algo radicalmente nuevo, algo que no existía.
Cuando la gente de Blackberry puso el correo electrónico en el teléfono, esto era nuevo."	Tenemos algo, la nueva versión que nos vamos a comprar del smartphone.	1
mDoQxXiHup4#75	"Y nuestro sesgo cognitivo es a dejar pasar, echar una sonrisa o, mucho peor aún, darle al botón de compartir a contenido de mala calidad pero que refuerza nuestras ideas.
Ahora, eso sí, nos indignamos cuando es algo que representa ideas opuestas.
Y este es un problema grave, porque todo el contenido de mala calidad, estas noticias falsas, tienden a reforzar nuestra opinión, a encerrarnos más sobre nosotros mismos, y contaminan la red."	Por ejemplo esta noticia falsa sobre el Papa apoyando a Trump fue compartida millones de veces.	1
xbX3NOiRX_w#13	"Pero, vamos a darle la vuelta.
Por ejemplo, el fracaso a no ser correspondido.
""Si esto ocurre cuando eres un niño, muchos de vosotros os sentiréis identificados, recordáis ese momento que estáis en clase, en el cole, y en diagonal a vosotros hay una chica de pelo rubio media melena, por aquí o un chico muy guapo: moreno, ojos azules y decís: """"Es que me encanta ese tío"""" y decís: """"Me aventuro"""" y, claro, analizas toda la información que tienes de todas las películas, comedias románticas, que visteis hasta ese momento y decís ¿está fácil, no?"""	Y nos encontramos con que gente nos venía a contar situaciones que podían estar relacionadas con el fracaso.	1
6ivjMpc8rdw#61	"Una vez instalado el facsímil en el Museo de la Historia de Bolonia, ¿cuál es la mayor diferencia con respecto al proyecto anterior?
En el caso anterior, el facsímil era el mecanismo que hacía posible que una obra volviera a su lugar original.
En este caso, el facsímil lo que hace posible es que, por primera vez, mucha más gente sea capaz de conocer y admirar esta obra."	Una vez montado sobre unos paneles ligeros de aluminio, el resultado era con la calidad que estábamos buscando.	1
8HXvfgodKKU#40	"También podemos estudiar comportamiento grupal.
Aquí veis dos señales: la línea de arriba es la línea de la atención, la línea de abajo, la de la emoción.
Esto es un estudio que hicimos en grupo donde, en un momento determinado, una persona conflictiva interactuaba con el grupo."	Pero no quiero que os quedéis aquí.	1
KXlpsnlfZLo#139	"En mi centro cambian aproximadamente al año a la mitad del profesorado.
La mitad de los profes se van en julio a otros centros.
Al resto de profes los veo todos los días, de todas las mañanas, de todo el ciclo lectivo."	Y ese conocimiento que los profes les damos, y ese conocimiento que ellos adquieren, es el andamiaje fundamental de la educación, pero lo fue siempre, lo es y lo será, por mucho que haya algunos por ahí que digan que como toda la información está en la red, a golpe de un clic, el conocimiento no es tan importante.	1
8qDKGMnFxzQ#41	"""He sido un cobarde disfrazado de valiente"""".""
En fin, eso es otra verdad con la que me identifico.
""En 1º de la ESO, insisto, yo en el colegio no tenía amigos, así que fue llegar a 1º de la ESO y decir: """"Quiero poder tener amigos, ¡narices!"""	¿Por qué termine haciendo lo que todos hacen si se supone que siempre me sentí diferente?	1
hI52HaMvqCY#19	"El libro de Guinness World Records empieza en 1951.
El gerente de la cervecería de Guinness está de caza, y dentro del grupo surge la discusión de cuál es el ave de caza más rápida del mundo.
Nadie puede llegar a una conclusión, no tienen la respuesta."	¿Por qué intenta la gente estas cosas que podrían tomarse por ridículas y un gasto de tiempo impresionante con poca recompensa?	1
QoCxsLPHvcQ#47	"Tiene que ver con libertad y afirmar lo que soy y lo que puedo aportar a la gente que está a mi alrededor y si es posible, ir más allá.
Si me lo permiten, fenomenal.
Cuando uno entra en el espacio Colores del Mundo, se da cuenta de que el tejido tiene un sitio privilegiado y es muy importante en lo que estamos haciendo."	De verdad, para mí, este proyecto va más allá de lo que es que uno salga adelante a nivel económico.	1
gaeLF9tNQSY#56	"Este espacio vacío que me ha dejado tu ausencia si yo lo lleno de esta energía amorosa, seguramente, encontraré un nuevo sentido en mi vida.
Es otro cambio de mirada.
Hoy me gustaría hacer homenaje a muchas personas que han muerto y he tenido la oportunidad de acompañarles."	El duelo es cuando se funde la razón con el amor.	1
L_ILqaa1Zrw#81	"""Y con este """"¿Por qué no?""
"""""", en lo que yo creía que era la tragedia de mi vida, y fíjense, yo que me escondí durante 28 años de los 31 que tengo, hoy estoy dando la cara y hablando de libertad.""
Después de haber estado encerrado tanto tiempo me parece que conozco muy bien la libertad porque la espié de lejos demasiado tiempo."	Fíjense, yo creo que no te toca nada en la vida que no puedas superar, y a su vez todo se supera con la decisión de superarlo.	1
AMsnKii0aR0#43	"Me faltaba medio año para terminar la carrera.
""Entonces dije: """"¡A la mierda, la dejo!""""""
Mis viejos tenían una alegría."	En cuarto año, se puso difícil la carrera, entonces no quería estudiar, no quería.	1
fHCjNGFunWQ#47	"Fijaos que la imaginación es un arma terapéutica increíble.
Es un arma que tenemos todos y cada uno de nosotros, es una arma teraupética increíble y no la utilizamos, hasta hoy en día de momento.
Espero que siga así, no nos pueden controlar la imaginación."	Por tanto, la percepción subjetiva del dolor es menor Después hay otro factor que es el manejo de la atención por la imaginación.	1
U2llBUQYQ58#37	"Yo me pregunto, ¿en qué parte del mundo hablar está mal y respetar es hacer silencio?
Entonces, ¿qué pasó?
¿Cómo empezó todo esto?"	Y ¿por qué no?	1
NSk7uN9ywkE#13	"""Bueno, un grupo de amigos y yo estábamos allí, en esa marcha, la recorrimos por completo, llegamos a la fiscalía y llegamos allí, los """"líderes"""" que convocaron la marcha mágicamente desaparecieron.""
La persona que estábamos buscando, que era la Fiscal General de la República, tampoco atendió al llamado, tampoco salió a escucharnos, lo que se tradujo en una gran frustración, lo que se tradujo en no sentirse escuchados de nuevo, lo que se tradujo luego en caos.
Lo que trajo después la brutal represión policíaca, -- disculpen -- la brutal represión policíaca que se tradujo en decenas de estudiantes muertos y heridos."	Uds. las conocen, Uds. saben cuáles son.	1
IIh9LpMORD0#127	"¿Qué querés hacer hoy a la noche?
Yo estaba haciendo funciones en ese lugar, en Villa Gesell, que era un restaurante que tenía un teatro.
Le digo: -Mirá, a mí me gustaría hacer esto."	Y él me dijo: -Vos sos Radagast, dedicate a ser Radagast y dedicate a ser el mejor Radagast que puedas.	1
s2r0lfRGtl0#56	"""""""Cómo vamos a ser españoles si somos negros, ¿no?"""".""
A veces hay una racialización de la nacionalidad, pero en este caso, como veis, a lo que alude sobre todo, a veces con poco acierto la verdad, es a elementos culturales de un país o de una nación.
Las razas no existen, es así."	De hecho, hay muchas personas que estamos cansadas de que nos digan que si somos españoles.	1
op8TZwROGco#15	"Y la verdad es que les tengo que decir, no tengo ni idea, pero sí sé quiénes son los culpables de que yo esté acá, y los culpables de que yo esté acá es la gente que organizó TEDxRíoCuarto, que después de un after office se me acerca y me dice, che Mauri, estaría buenísimo que nos acompañes en esta nueva edición de TEDx que estamos organizando para octubre.
Y yo fue con cara de superado, ¿qué le voy a decir?
Sí, está todo bien, no hay ningún tipo de problema, después nos contactamos y vemos cómo sigue esto, no hay problema."	Y la verdad es que había pensado varias maneras de iniciar esta charla, y la mejor forma que se me ocurrió fue preguntando, la verdad, ¿qué hago yo acá?	1
Nw4xUlErvfc#64	"Ya lo tenemos incorporado.
El proceso creativo no es lineal.
Su fuerza está en la pasión de querer plasmar un sueño."	Porque nuestra educación fue y es con estructuras definidas.	1
VxnkKxbA4-c#97	"Con iconos, con arquetipos.
Con lo que se espera de las cosas.
Aquí, una nube, es algo que esperas ver en el cielo, siempre."	Siempre trabajo con cosas que la gente conoce.	1
0b0xlHGZnd0#106	"Ese plato tiene muchos agujeros, los cuales tienen que ser llenados con la sangre del paciente.
En cada uno de esos agujeros existe una trampa específica para cada microRNA, que en el caso de ser positivos hace que este agujero brille de la siguiente forma: En esta imagen ustedes pueden ver una imagen real de nuestro laboratorio que ahora está en Alemania cómo brilla, los casos positivos en que el microRNA efectivamente estaba en las muestras de sangre vs los tubos controles.
Entonces con una máquina muy simple de usar, de hecho, que está conformada por una carcasa plástica hecha en impresoras 3D con un código de diseño abierto opensource más un celular en la parte de arriba nosotros podemos generar una reacción química dentro que hace brillar patrones de agujeros que son captados por este celular en forma progresiva, sacando fotos, una y otra vez, acumulando toda esta información y usando su internet para llevarlo a la cloud."	Y funciona masomenos así: cada máquina tiene un plato en su interior.	1
7DhtR5zrQp4#42	"Ni que ambas situaciones se dan, claro, en los países periféricos.
""Tenemos que preguntarnos hasta dónde contribuimos con estas situaciones cada que compramos y deshechamos smartphones, que, desde este punto de vista, tal vez no sean tan """"smart"""".""
El encapsulamiento encubierto con la popularidad o con lo más consultado opera también, a menudo, en los motores de búsqueda internáutica."	Un ejemplo sintomático es la publicidad de las compañías comercializadoras de gadgets con pantallas que nos induce a consumir las nuevas versiones cada tanto tiempo, pero la cápsula nada nos dice de las deplorables condiciones de trabajo en las maquiladoras donde los ensamblan ni de los trafiques, contrabandos, fraudes y contaminación que se generan con los aparatos deshechados.	1
dzo9mRpzFmY#163	"La familia en todo momento estuvo al lado y me daba una mano gigante en todo.
Después de lo que fue el primer paso de la recuperación me empezaron a dar una mano para que me reintegre a la sociedad.
Me adaptaron una camioneta."	Ni que hablar que hubiera sido totalmente imposible sin la familia, ¿no?	1
